email_id,subject,body,category,tone,sentiment,sender,recipient,created_at,clean_subject,clean_body,combined_text,features,intent,formality,greeting,closing
E00551,Can we schedule a call about the migration project?,"Hi Sam,

I hope you're doing well. Could we schedule a meeting next week to discuss the migration project? I'm flexible on timing — please share a few slots that work for you.

Best regards,
Cameron",meeting_request,formal,neutral,Cameron,Sam,2024-11-26T00:00:00,Can we schedule a call about the migration project?,"Hi Sam,

I hope you're doing well. Could we schedule a meeting next week to discuss the migration project? I'm flexible on timing — please share a few slots that work for you.

Best regards,
Cameron","Can we schedule a call about the migration project?

Hi Sam,

I hope you're doing well. Could we schedule a meeting next week to discuss the migration project? I'm flexible on timing — please share a few slots that work for you.

Best regards,
Cameron","{'greeting': '', 'closing': 'Best regards,', 'intent': 'request', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['schedule', 'share']}",request,neutral,,"Best regards,"
E00552,Our apologies regarding the analytics dashboard,"Hi Diego,

I'm truly sorry for the inconvenience caused by inaccurate invoice. We've identified the root cause and are working on a fix. I'll keep you updated.

Best,
Pat",apology,formal,negative,Pat,Diego,2024-01-18T00:00:00,Our apologies regarding the analytics dashboard,"Hi Diego,

I'm truly sorry for the inconvenience caused by inaccurate invoice. We've identified the root cause and are working on a fix. I'll keep you updated.

Best,
Pat","Our apologies regarding the analytics dashboard

Hi Diego,

I'm truly sorry for the inconvenience caused by inaccurate invoice. We've identified the root cause and are working on a fix. I'll keep you updated.

Best,
Pat","{'greeting': '', 'closing': '', 'intent': 'apology', 'formality': 'neutral', 'placeholders': ['recipient_name'], 'action_words': ['invoice', 'update']}",apology,neutral,,
E00553,Following up on the customer onboarding flow,"Hello Alex,

Following up on my previous email about the customer onboarding flow. Could you share an update by October 15?

Best,
Lina",follow_up,neutral,neutral,Lina,Alex,2024-05-05T00:00:00,Following up on the customer onboarding flow,"Hello Alex,

Following up on my previous email about the customer onboarding flow. Could you share an update by October 15?

Best,
Lina","Following up on the customer onboarding flow

Hello Alex,

Following up on my previous email about the customer onboarding flow. Could you share an update by October 15?

Best,
Lina","{'greeting': '', 'closing': '', 'intent': 'follow_up', 'formality': 'neutral', 'placeholders': ['recipient_name', 'deadline'], 'action_words': ['share', 'update']}",follow_up,neutral,,
E00554,Apology for missing line items,"Dear Alex,

Please accept our sincere apologies for the missing line items. We are taking immediate steps to ensure this does not happen again. As a goodwill gesture, we'd like to offer issue a refund.

Kind regards,
Marco",apology,formal,negative,Marco,Alex,2024-03-13T00:00:00,Apology for missing line items,"Dear Alex,

Please accept our sincere apologies for the missing line items. We are taking immediate steps to ensure this does not happen again. As a goodwill gesture, we'd like to offer issue a refund.

Kind regards,
Marco","Apology for missing line items

Dear Alex,

Please accept our sincere apologies for the missing line items. We are taking immediate steps to ensure this does not happen again. As a goodwill gesture, we'd like to offer issue a refund.

Kind regards,
Marco","{'greeting': '', 'closing': 'Kind regards,', 'intent': 'apology', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': []}",apology,formal,,"Kind regards,"
E00555,Issue with the new pricing plan,"Hello Chris,

I am very unhappy with the recent the new pricing plan. The delayed delivery is unacceptable. Please investigate and respond by October 15.

Sincerely,
Lina",complaint,formal,negative,Lina,Chris,2024-02-07T00:00:00,Issue with the new pricing plan,"Hello Chris,

I am very unhappy with the recent the new pricing plan. The delayed delivery is unacceptable. Please investigate and respond by October 15.

Sincerely,
Lina","Issue with the new pricing plan

Hello Chris,

I am very unhappy with the recent the new pricing plan. The delayed delivery is unacceptable. Please investigate and respond by October 15.

Sincerely,
Lina","{'greeting': '', 'closing': 'Sincerely,', 'intent': 'complaint', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name', 'deadline'], 'action_words': ['deliver', 'investigate', 'respond']}",complaint,formal,,"Sincerely,"
E00556,Invoice INV-01043 for the security audit,"Dear Alex,

Please find attached invoice INV-01043 for the security audit. The amount due is payable by tomorrow. Let me know if you have any questions.

Regards,
Riley",invoice,formal,neutral,Riley,Alex,2024-07-04T00:00:00,Invoice INV-01043 for the security audit,"Dear Alex,

Please find attached invoice INV-01043 for the security audit. The amount due is payable by tomorrow. Let me know if you have any questions.

Regards,
Riley","Invoice INV-01043 for the security audit

Dear Alex,

Please find attached invoice INV-01043 for the security audit. The amount due is payable by tomorrow. Let me know if you have any questions.

Regards,
Riley","{'greeting': '', 'closing': 'Regards,', 'intent': 'request', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['invoice', 'pay']}",request,formal,,"Regards,"
E00557,Checking in on the customer onboarding flow,"Hi Alex,

Just circling back on the customer onboarding flow. Did you get a chance to review the materials I sent over? Happy to jump on a call if it's easier.

Thanks,
Lina",follow_up,neutral,neutral,Lina,Alex,2024-09-18T00:00:00,Checking in on the customer onboarding flow,"Hi Alex,

Just circling back on the customer onboarding flow. Did you get a chance to review the materials I sent over? Happy to jump on a call if it's easier.

Thanks,
Lina","Checking in on the customer onboarding flow

Hi Alex,

Just circling back on the customer onboarding flow. Did you get a chance to review the materials I sent over? Happy to jump on a call if it's easier.

Thanks,
Lina","{'greeting': '', 'closing': 'Thanks,', 'intent': 'follow_up', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['check', 'review']}",follow_up,neutral,,"Thanks,"
E00558,Confirmed — the customer onboarding flow,"Hi Priya,

This email confirms that the customer onboarding flow is scheduled for next quarter. Please let me know if anything changes.

Thanks,
Marco",confirmation,neutral,positive,Marco,Priya,2024-10-17T00:00:00,Confirmed — the customer onboarding flow,"Hi Priya,

This email confirms that the customer onboarding flow is scheduled for next quarter. Please let me know if anything changes.

Thanks,
Marco","Confirmed — the customer onboarding flow

Hi Priya,

This email confirms that the customer onboarding flow is scheduled for next quarter. Please let me know if anything changes.

Thanks,
Marco","{'greeting': '', 'closing': 'Thanks,', 'intent': 'confirmation', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['confirm', 'schedule']}",confirmation,neutral,,"Thanks,"
E00559,Confirmation: the migration project,"Hello Priya,

Your request for the migration project has been received and confirmed. Reference number: INV-01032.

Regards,
Jamie",confirmation,neutral,positive,Jamie,Priya,2024-01-28T00:00:00,Confirmation: the migration project,"Hello Priya,

Your request for the migration project has been received and confirmed. Reference number: INV-01032.

Regards,
Jamie","Confirmation: the migration project

Hello Priya,

Your request for the migration project has been received and confirmed. Reference number: INV-01032.

Regards,
Jamie","{'greeting': '', 'closing': 'Regards,', 'intent': 'confirmation', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['confirm']}",confirmation,neutral,,"Regards,"
E00560,Your the migration project is confirmed,"Hi Diego,

This email confirms that the migration project is scheduled for Tuesday. Please let me know if anything changes.

Thanks,
Pat",confirmation,neutral,positive,Pat,Diego,2024-01-31T00:00:00,Your the migration project is confirmed,"Hi Diego,

This email confirms that the migration project is scheduled for Tuesday. Please let me know if anything changes.

Thanks,
Pat","Your the migration project is confirmed

Hi Diego,

This email confirms that the migration project is scheduled for Tuesday. Please let me know if anything changes.

Thanks,
Pat","{'greeting': '', 'closing': 'Thanks,', 'intent': 'confirmation', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name', 'date'], 'action_words': ['confirm', 'schedule']}",confirmation,neutral,,"Thanks,"
E00561,Unacceptable experience with the analytics dashboard,"Dear Chris,

I'm writing to express my frustration with missing line items. This has caused significant disruption and I would appreciate a prompt response on how you intend to resolve this.

Regards,
Ananya",complaint,formal,negative,Ananya,Chris,2024-11-19T00:00:00,Unacceptable experience with the analytics dashboard,"Dear Chris,

I'm writing to express my frustration with missing line items. This has caused significant disruption and I would appreciate a prompt response on how you intend to resolve this.

Regards,
Ananya","Unacceptable experience with the analytics dashboard

Dear Chris,

I'm writing to express my frustration with missing line items. This has caused significant disruption and I would appreciate a prompt response on how you intend to resolve this.

Regards,
Ananya","{'greeting': '', 'closing': 'Regards,', 'intent': 'complaint', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['resolve', 'sign']}",complaint,formal,,"Regards,"
E00562,Action required by EOD Friday,"Dear Alex,

We need your immediate attention on downtime. Please approve the change request as soon as possible.

Regards,
Riley",urgent_request,formal,negative,Riley,Alex,2024-05-21T00:00:00,Action required by EOD Friday,"Dear Alex,

We need your immediate attention on downtime. Please approve the change request as soon as possible.

Regards,
Riley","Action required by EOD Friday

Dear Alex,

We need your immediate attention on downtime. Please approve the change request as soon as possible.

Regards,
Riley","{'greeting': '', 'closing': 'Regards,', 'intent': 'request', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name', 'date'], 'action_words': ['approve']}",request,formal,,"Regards,"
E00563,Meeting request for the new pricing plan,"Hi Maya,

I hope you're doing well. Could we schedule a meeting next week to discuss the new pricing plan? I'm flexible on timing — please share a few slots that work for you.

Best regards,
Ananya",meeting_request,formal,neutral,Ananya,Maya,2024-12-12T00:00:00,Meeting request for the new pricing plan,"Hi Maya,

I hope you're doing well. Could we schedule a meeting next week to discuss the new pricing plan? I'm flexible on timing — please share a few slots that work for you.

Best regards,
Ananya","Meeting request for the new pricing plan

Hi Maya,

I hope you're doing well. Could we schedule a meeting next week to discuss the new pricing plan? I'm flexible on timing — please share a few slots that work for you.

Best regards,
Ananya","{'greeting': '', 'closing': 'Best regards,', 'intent': 'request', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['schedule', 'share']}",request,neutral,,"Best regards,"
E00564,Meeting request for the marketing campaign,"Hello Taylor,

I'd love to set up a 30 minute call to align on the marketing campaign. Are you available tomorrow afternoon or later in the week?

Thanks,
Lina",meeting_request,formal,neutral,Lina,Taylor,2024-07-01T00:00:00,Meeting request for the marketing campaign,"Hello Taylor,

I'd love to set up a 30 minute call to align on the marketing campaign. Are you available tomorrow afternoon or later in the week?

Thanks,
Lina","Meeting request for the marketing campaign

Hello Taylor,

I'd love to set up a 30 minute call to align on the marketing campaign. Are you available tomorrow afternoon or later in the week?

Thanks,
Lina","{'greeting': '', 'closing': 'Thanks,', 'intent': 'request', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': []}",request,neutral,,"Thanks,"
E00565,Quick introduction — the hiring pipeline,"Hello Maya,

I'm Lina, the new engineering lead at Globex. I'm excited to connect and discuss the hiring pipeline.

Looking forward,
Lina",introduction,neutral,positive,Lina,Maya,2024-10-17T00:00:00,Quick introduction — the hiring pipeline,"Hello Maya,

I'm Lina, the new engineering lead at Globex. I'm excited to connect and discuss the hiring pipeline.

Looking forward,
Lina","Quick introduction — the hiring pipeline

Hello Maya,

I'm Lina, the new engineering lead at Globex. I'm excited to connect and discuss the hiring pipeline.

Looking forward,
Lina","{'greeting': '', 'closing': '', 'intent': 'introduction', 'formality': 'neutral', 'placeholders': ['recipient_name'], 'action_words': []}",introduction,neutral,,
E00566,Hello from Riley,"Hi Jordan,

My name is Riley and I'm reaching out about the partnership agreement. I'd love to learn more about your work and explore potential collaboration.

Best,
Riley",introduction,neutral,positive,Riley,Jordan,2024-03-20T00:00:00,Hello from Riley,"Hi Jordan,

My name is Riley and I'm reaching out about the partnership agreement. I'd love to learn more about your work and explore potential collaboration.

Best,
Riley","Hello from Riley

Hi Jordan,

My name is Riley and I'm reaching out about the partnership agreement. I'd love to learn more about your work and explore potential collaboration.

Best,
Riley","{'greeting': 'Hello from Riley', 'closing': '', 'intent': 'general', 'formality': 'neutral', 'placeholders': ['recipient_name'], 'action_words': ['ship']}",general,neutral,Hello from Riley,
E00567,URGENT: the marketing campaign,"Dear Taylor,

We need your immediate attention on communication gap. Please process the payment as soon as possible.

Regards,
Ananya",urgent_request,formal,negative,Ananya,Taylor,2024-11-27T00:00:00,URGENT: the marketing campaign,"Dear Taylor,

We need your immediate attention on communication gap. Please process the payment as soon as possible.

Regards,
Ananya","URGENT: the marketing campaign

Dear Taylor,

We need your immediate attention on communication gap. Please process the payment as soon as possible.

Regards,
Ananya","{'greeting': '', 'closing': 'Regards,', 'intent': 'request', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['pay']}",request,formal,,"Regards,"
E00568,Issue with the hiring pipeline,"Hello Taylor,

I am very unhappy with the recent the hiring pipeline. The downtime is unacceptable. Please investigate and respond by EOD Friday.

Sincerely,
Marco",complaint,formal,negative,Marco,Taylor,2024-02-02T00:00:00,Issue with the hiring pipeline,"Hello Taylor,

I am very unhappy with the recent the hiring pipeline. The downtime is unacceptable. Please investigate and respond by EOD Friday.

Sincerely,
Marco","Issue with the hiring pipeline

Hello Taylor,

I am very unhappy with the recent the hiring pipeline. The downtime is unacceptable. Please investigate and respond by EOD Friday.

Sincerely,
Marco","{'greeting': '', 'closing': 'Sincerely,', 'intent': 'complaint', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name', 'date'], 'action_words': ['investigate', 'respond']}",complaint,formal,,"Sincerely,"
E00569,URGENT: the partnership agreement,"Hi Priya,

This is urgent — could you please update the roadmap regarding the partnership agreement by the end of the week? Let me know if you anticipate any blockers.

Thanks,
Drew",urgent_request,formal,negative,Drew,Priya,2024-02-29T00:00:00,URGENT: the partnership agreement,"Hi Priya,

This is urgent — could you please update the roadmap regarding the partnership agreement by the end of the week? Let me know if you anticipate any blockers.

Thanks,
Drew","URGENT: the partnership agreement

Hi Priya,

This is urgent — could you please update the roadmap regarding the partnership agreement by the end of the week? Let me know if you anticipate any blockers.

Thanks,
Drew","{'greeting': '', 'closing': 'Thanks,', 'intent': 'request', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['ship', 'update']}",request,neutral,,"Thanks,"
E00570,Checking in on the new pricing plan,"Hi Alex,

Just circling back on the new pricing plan. Did you get a chance to review the materials I sent over? Happy to jump on a call if it's easier.

Thanks,
Marco",follow_up,neutral,neutral,Marco,Alex,2024-08-16T00:00:00,Checking in on the new pricing plan,"Hi Alex,

Just circling back on the new pricing plan. Did you get a chance to review the materials I sent over? Happy to jump on a call if it's easier.

Thanks,
Marco","Checking in on the new pricing plan

Hi Alex,

Just circling back on the new pricing plan. Did you get a chance to review the materials I sent over? Happy to jump on a call if it's easier.

Thanks,
Marco","{'greeting': '', 'closing': 'Thanks,', 'intent': 'follow_up', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['check', 'review']}",follow_up,neutral,,"Thanks,"
E00571,Outstanding invoice INV-01071,"Dear Priya,

Please find attached invoice INV-01071 for the partnership agreement. The amount due is payable by next Monday. Let me know if you have any questions.

Regards,
Cameron",invoice,formal,neutral,Cameron,Priya,2024-08-25T00:00:00,Outstanding invoice INV-01071,"Dear Priya,

Please find attached invoice INV-01071 for the partnership agreement. The amount due is payable by next Monday. Let me know if you have any questions.

Regards,
Cameron","Outstanding invoice INV-01071

Dear Priya,

Please find attached invoice INV-01071 for the partnership agreement. The amount due is payable by next Monday. Let me know if you have any questions.

Regards,
Cameron","{'greeting': '', 'closing': 'Regards,', 'intent': 'request', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name', 'date'], 'action_words': ['invoice', 'pay', 'ship']}",request,formal,,"Regards,"
E00572,Can we schedule a call about the marketing campaign?,"Hi Morgan,

I hope you're doing well. Could we schedule a meeting next week to discuss the marketing campaign? I'm flexible on timing — please share a few slots that work for you.

Best regards,
Riley",meeting_request,formal,neutral,Riley,Morgan,2024-11-02T00:00:00,Can we schedule a call about the marketing campaign?,"Hi Morgan,

I hope you're doing well. Could we schedule a meeting next week to discuss the marketing campaign? I'm flexible on timing — please share a few slots that work for you.

Best regards,
Riley","Can we schedule a call about the marketing campaign?

Hi Morgan,

I hope you're doing well. Could we schedule a meeting next week to discuss the marketing campaign? I'm flexible on timing — please share a few slots that work for you.

Best regards,
Riley","{'greeting': '', 'closing': 'Best regards,', 'intent': 'request', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['schedule', 'share']}",request,neutral,,"Best regards,"
E00573,Introducing Riley,"Hello Alex,

I'm Riley, the new account manager at Acme Corp. I'm excited to connect and discuss the partnership agreement.

Looking forward,
Riley",introduction,neutral,positive,Riley,Alex,2024-07-05T00:00:00,Introducing Riley,"Hello Alex,

I'm Riley, the new account manager at Acme Corp. I'm excited to connect and discuss the partnership agreement.

Looking forward,
Riley","Introducing Riley

Hello Alex,

I'm Riley, the new account manager at Acme Corp. I'm excited to connect and discuss the partnership agreement.

Looking forward,
Riley","{'greeting': '', 'closing': '', 'intent': 'general', 'formality': 'neutral', 'placeholders': ['recipient_name', 'company_name'], 'action_words': ['ship']}",general,neutral,,
E00574,Time-sensitive: the hiring pipeline,"Hi Morgan,

This is urgent — could you please process the payment regarding the hiring pipeline by October 15? Let me know if you anticipate any blockers.

Thanks,
Ananya",urgent_request,formal,negative,Ananya,Morgan,2024-04-13T00:00:00,Time-sensitive: the hiring pipeline,"Hi Morgan,

This is urgent — could you please process the payment regarding the hiring pipeline by October 15? Let me know if you anticipate any blockers.

Thanks,
Ananya","Time-sensitive: the hiring pipeline

Hi Morgan,

This is urgent — could you please process the payment regarding the hiring pipeline by October 15? Let me know if you anticipate any blockers.

Thanks,
Ananya","{'greeting': '', 'closing': 'Thanks,', 'intent': 'request', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name', 'deadline'], 'action_words': ['pay']}",request,neutral,,"Thanks,"
E00575,Thank you for the security audit,"Hello Alex,

I really appreciate your help with the security audit. Looking forward to working together again.

Thanks,
Lina",thank_you,neutral,positive,Lina,Alex,2024-02-13T00:00:00,Thank you for the security audit,"Hello Alex,

I really appreciate your help with the security audit. Looking forward to working together again.

Thanks,
Lina","Thank you for the security audit

Hello Alex,

I really appreciate your help with the security audit. Looking forward to working together again.

Thanks,
Lina","{'greeting': '', 'closing': 'Thanks,', 'intent': 'thank_you', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': []}",thank_you,neutral,,"Thanks,"
E00576,Quick follow-up regarding the hiring pipeline,"Hello Priya,

Following up on my previous email about the hiring pipeline. Could you share an update by next Monday?

Best,
Riley",follow_up,neutral,neutral,Riley,Priya,2024-07-02T00:00:00,Quick follow-up regarding the hiring pipeline,"Hello Priya,

Following up on my previous email about the hiring pipeline. Could you share an update by next Monday?

Best,
Riley","Quick follow-up regarding the hiring pipeline

Hello Priya,

Following up on my previous email about the hiring pipeline. Could you share an update by next Monday?

Best,
Riley","{'greeting': '', 'closing': '', 'intent': 'follow_up', 'formality': 'neutral', 'placeholders': ['recipient_name', 'date'], 'action_words': ['share', 'update']}",follow_up,neutral,,
E00577,We're sorry about communication gap,"Dear Diego,

Please accept our sincere apologies for the communication gap. We are taking immediate steps to ensure this does not happen again. As a goodwill gesture, we'd like to offer process the payment.

Kind regards,
Riley",apology,formal,negative,Riley,Diego,2024-04-27T00:00:00,We're sorry about communication gap,"Dear Diego,

Please accept our sincere apologies for the communication gap. We are taking immediate steps to ensure this does not happen again. As a goodwill gesture, we'd like to offer process the payment.

Kind regards,
Riley","We're sorry about communication gap

Dear Diego,

Please accept our sincere apologies for the communication gap. We are taking immediate steps to ensure this does not happen again. As a goodwill gesture, we'd like to offer process the payment.

Kind regards,
Riley","{'greeting': '', 'closing': 'Kind regards,', 'intent': 'apology', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['pay']}",apology,formal,,"Kind regards,"
E00578,Quick follow-up regarding the marketing campaign,"Hi Alex,

Just circling back on the marketing campaign. Did you get a chance to review the materials I sent over? Happy to jump on a call if it's easier.

Thanks,
Lina",follow_up,neutral,neutral,Lina,Alex,2024-09-03T00:00:00,Quick follow-up regarding the marketing campaign,"Hi Alex,

Just circling back on the marketing campaign. Did you get a chance to review the materials I sent over? Happy to jump on a call if it's easier.

Thanks,
Lina","Quick follow-up regarding the marketing campaign

Hi Alex,

Just circling back on the marketing campaign. Did you get a chance to review the materials I sent over? Happy to jump on a call if it's easier.

Thanks,
Lina","{'greeting': '', 'closing': 'Thanks,', 'intent': 'general', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['review']}",general,neutral,,"Thanks,"
E00579,Appreciate your help with the customer onboarding flow,"Hello Diego,

I really appreciate your help with the customer onboarding flow. Looking forward to working together again.

Thanks,
Jamie",thank_you,neutral,positive,Jamie,Diego,2024-12-10T00:00:00,Appreciate your help with the customer onboarding flow,"Hello Diego,

I really appreciate your help with the customer onboarding flow. Looking forward to working together again.

Thanks,
Jamie","Appreciate your help with the customer onboarding flow

Hello Diego,

I really appreciate your help with the customer onboarding flow. Looking forward to working together again.

Thanks,
Jamie","{'greeting': '', 'closing': 'Thanks,', 'intent': 'thank_you', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': []}",thank_you,neutral,,"Thanks,"
E00580,Invoice INV-01097 for the security audit,"Hello Chris,

This is a friendly reminder that invoice INV-01097 is outstanding. Could you process payment by the end of the week?

Thanks,
Drew",invoice,formal,neutral,Drew,Chris,2024-03-19T00:00:00,Invoice INV-01097 for the security audit,"Hello Chris,

This is a friendly reminder that invoice INV-01097 is outstanding. Could you process payment by the end of the week?

Thanks,
Drew","Invoice INV-01097 for the security audit

Hello Chris,

This is a friendly reminder that invoice INV-01097 is outstanding. Could you process payment by the end of the week?

Thanks,
Drew","{'greeting': '', 'closing': 'Thanks,', 'intent': 'request', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['invoice', 'pay']}",request,neutral,,"Thanks,"
E00581,Time-sensitive: the product launch,"Dear Morgan,

We need your immediate attention on delayed delivery. Please issue a refund as soon as possible.

Regards,
Marco",urgent_request,formal,negative,Marco,Morgan,2024-03-06T00:00:00,Time-sensitive: the product launch,"Dear Morgan,

We need your immediate attention on delayed delivery. Please issue a refund as soon as possible.

Regards,
Marco","Time-sensitive: the product launch

Dear Morgan,

We need your immediate attention on delayed delivery. Please issue a refund as soon as possible.

Regards,
Marco","{'greeting': '', 'closing': 'Regards,', 'intent': 'request', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['deliver']}",request,formal,,"Regards,"
E00582,Our apologies regarding the marketing campaign,"Dear Diego,

Please accept our sincere apologies for the downtime. We are taking immediate steps to ensure this does not happen again. As a goodwill gesture, we'd like to offer update the roadmap.

Kind regards,
Lina",apology,formal,negative,Lina,Diego,2024-03-25T00:00:00,Our apologies regarding the marketing campaign,"Dear Diego,

Please accept our sincere apologies for the downtime. We are taking immediate steps to ensure this does not happen again. As a goodwill gesture, we'd like to offer update the roadmap.

Kind regards,
Lina","Our apologies regarding the marketing campaign

Dear Diego,

Please accept our sincere apologies for the downtime. We are taking immediate steps to ensure this does not happen again. As a goodwill gesture, we'd like to offer update the roadmap.

Kind regards,
Lina","{'greeting': '', 'closing': 'Kind regards,', 'intent': 'apology', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['update']}",apology,formal,,"Kind regards,"
E00583,Payment due for the migration project,"Dear Chris,

Please find attached invoice INV-01003 for the migration project. The amount due is payable by tomorrow. Let me know if you have any questions.

Regards,
Ananya",invoice,formal,neutral,Ananya,Chris,2024-09-16T00:00:00,Payment due for the migration project,"Dear Chris,

Please find attached invoice INV-01003 for the migration project. The amount due is payable by tomorrow. Let me know if you have any questions.

Regards,
Ananya","Payment due for the migration project

Dear Chris,

Please find attached invoice INV-01003 for the migration project. The amount due is payable by tomorrow. Let me know if you have any questions.

Regards,
Ananya","{'greeting': '', 'closing': 'Regards,', 'intent': 'request', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['invoice', 'pay']}",request,formal,,"Regards,"
E00584,Meeting request for the new pricing plan,"Hello Priya,

I'd love to set up a 30 minute call to align on the new pricing plan. Are you available July 22 or later in the week?

Thanks,
Ananya",meeting_request,formal,neutral,Ananya,Priya,2024-03-29T00:00:00,Meeting request for the new pricing plan,"Hello Priya,

I'd love to set up a 30 minute call to align on the new pricing plan. Are you available July 22 or later in the week?

Thanks,
Ananya","Meeting request for the new pricing plan

Hello Priya,

I'd love to set up a 30 minute call to align on the new pricing plan. Are you available July 22 or later in the week?

Thanks,
Ananya","{'greeting': '', 'closing': 'Thanks,', 'intent': 'request', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': []}",request,neutral,,"Thanks,"
E00585,Outstanding invoice INV-01008,"Dear Sam,

Please find attached invoice INV-01008 for the analytics dashboard. The amount due is payable by next Monday. Let me know if you have any questions.

Regards,
Cameron",invoice,formal,neutral,Cameron,Sam,2024-02-09T00:00:00,Outstanding invoice INV-01008,"Dear Sam,

Please find attached invoice INV-01008 for the analytics dashboard. The amount due is payable by next Monday. Let me know if you have any questions.

Regards,
Cameron","Outstanding invoice INV-01008

Dear Sam,

Please find attached invoice INV-01008 for the analytics dashboard. The amount due is payable by next Monday. Let me know if you have any questions.

Regards,
Cameron","{'greeting': '', 'closing': 'Regards,', 'intent': 'request', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name', 'date'], 'action_words': ['invoice', 'pay']}",request,formal,,"Regards,"
E00586,Meeting request for the customer onboarding flow,"Hi Alex,

I hope you're doing well. Could we schedule a meeting next week to discuss the customer onboarding flow? I'm flexible on timing — please share a few slots that work for you.

Best regards,
Drew",meeting_request,formal,neutral,Drew,Alex,2024-12-28T00:00:00,Meeting request for the customer onboarding flow,"Hi Alex,

I hope you're doing well. Could we schedule a meeting next week to discuss the customer onboarding flow? I'm flexible on timing — please share a few slots that work for you.

Best regards,
Drew","Meeting request for the customer onboarding flow

Hi Alex,

I hope you're doing well. Could we schedule a meeting next week to discuss the customer onboarding flow? I'm flexible on timing — please share a few slots that work for you.

Best regards,
Drew","{'greeting': '', 'closing': 'Best regards,', 'intent': 'request', 'formality': 'neutral', 'placeholders': ['recipient_name', 'sender_name'], 'action_words': ['schedule', 'share']}",request,neutral,,"Best regards,"
E00587,Invoice INV-01070 for the hiring pipeline,"Dear Priya,

Please find attached invoice INV-01070 for the hiring pipeline. The amount due is payable by next Monday. Let me know if you have any questions.

Regards,
Lina",invoice,formal,neutral,Lina,Priya,2024-03-19T00:00:00,Invoice INV-01070 for the hiring pipeline,"Dear Priya,

Please find attached invoice INV-01070 for the hiring pipeline. The amount due is payable by next Monday. Let me know if you have any questions.

Regards,
Lina","Invoice INV-01070 for the hiring pipeline

Dear Priya,

Please find attached invoice INV-01070 for the hiring pipeline. The amount due is payable by next Monday. Let me know if you have any questions.

Regards,
Lina","{'greeting': '', 'closing': 'Regards,', 'intent': 'request', 'formality': 'formal', 'placeholders': ['recipient_name', 'sender_name', 'date'], 'action_words': ['invoice', 'pay']}",request,formal,,"Regards,"
E00588,We're sorry about delayed delivery,"Hi Chris,

I'm truly sorry for the inconvenience caused by delayed delivery. We've identified the root cause and are working on a fix. I'll keep you updated.

Best,
Riley",apology,formal,negative,Riley,Chris,2024-08-30T00:00:00,We're sorry about delayed delivery,"Hi Chris,

I'm truly sorry for the inconvenience caused by delayed delivery. We've identified the root cause and are working on a fix. I'll keep you updated.

Best,
Riley","We're sorry about delayed delivery

Hi Chris,

I'm truly sorry for the inconvenience caused by delayed delivery. We've identified the root cause and are working on a fix. I'll keep you updated.

Best,
Riley","{'greeting': '', 'closing': '', 'intent': 'apology', 'formality': 'neutral', 'placeholders': ['recipient_name'], 'action_words': ['deliver', 'update']}",apology,neutral,,
